,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
2867,1.0,1.0,1.0,8,1,1,which football position is joe muha charged of,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
2868,1.0,1.0,1.0,7,1,7,whats a town located in  indiana,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,7,1,6,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
2869,1.0,1.0,1.0,8,1,1,Name an album from the thrash metal genre.,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2870,1.0,1.0,1.0,8,1,1,Name someone with the profession master of ceremonies,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,8,1,1,[['dbo:occupation']],['dbo:occupation']
2871,1.0,1.0,1.0,6,1,1,where is samuel chamberlain house located?,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,6,1,1,[['dbo:location']],['dbo:location']
2872,1.0,1.0,1.0,4,1,2,where is carlton corner,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
2873,1.0,1.0,1.0,5,1,1,What did fred fisher compose,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer']
2874,1.0,1.0,1.0,8,1,1,which modes does atv offroad fury 3 have,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,8,1,1,[['dbp:modes']],['dbp:modes']
2875,1.0,1.0,1.0,10,1,1,which language is used in i will always love you,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,10,1,1,[['dbo:language']],['dbo:language']
2876,1.0,1.0,1.0,8,1,1,what is one of john saul's written works,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,8,1,1,[['dbo:author']],['dbo:author']
2877,1.0,1.0,1.0,11,1,1,what kind of music is until fear no longer defines us?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
2878,1.0,1.0,1.0,10,1,2,"marshallville, kentucky is an unincorporated community in what  state?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,10,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
2879,1.0,1.0,1.0,8,1,1,what type of television show is ruby gloom?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2881,1.0,1.0,1.0,6,1,1,What country is meleş river in?,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,6,1,1,[['dbo:country']],['dbo:country']
2882,1.0,1.0,1.0,8,1,1,what is a tourist attraction in puerto princesa,"[['dbo:city', 'dbo:isPartOf', 'dbo:location']]",['dbo:location'],1.0,1.0,1.0,8,1,1,"[['dbo:city', 'dbo:isPartOf', 'dbo:location']]",['dbo:location']
2883,1.0,1.0,1.0,7,1,1,what is an outsider music album called,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
2885,1.0,1.0,1.0,9,1,1,american dreamz is a film executively produced by who?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer']
2886,1.0,1.0,1.0,6,1,1,which city did rusty magee die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2887,1.0,1.0,1.0,8,1,1,what type of music does dave alvin play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2888,1.0,1.0,1.0,7,1,1,where did battle of sullivan's island happen?,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,7,1,1,[['dbo:place']],['dbo:place']
2889,1.0,1.0,1.0,3,1,1,who created gravedigger?,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,3,1,1,[['dbo:creator']],['dbo:creator']
2890,1.0,0.5,0.6666666666666666,4,1,2,who influenced frank herbert,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",1.0,0.5,0.6666666666666666,4,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']"
2891,1.0,1.0,1.0,7,1,1,who directed night of the living homeless,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
2892,1.0,1.0,1.0,5,1,1,Where was sidney fields birthed,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2893,1.0,1.0,1.0,8,1,1,"what is the time zone of destin, florida",[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,8,1,1,[['dbo:timeZone']],['dbo:timeZone']
2894,1.0,1.0,1.0,6,1,5,What parks are in the bronx?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,1.0,1.0,6,1,5,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
2895,1.0,1.0,1.0,6,1,1,what artist makes power pop music?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
2896,1.0,1.0,1.0,7,1,1,what's a movie that kevin connor edited,[['dbo:editing']],['dbo:editing'],1.0,1.0,1.0,7,1,1,[['dbo:editing']],['dbo:editing']
2897,1.0,1.0,1.0,4,1,1,Who produced labor day,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,4,1,1,[['dbo:producer']],['dbo:producer']
2898,1.0,1.0,1.0,11,1,1,What is the name of a film directed by fred paul,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,11,1,1,[['dbo:director']],['dbo:director']
2900,1.0,1.0,1.0,5,1,1,What's an album from orgy,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,5,1,1,[['dbo:artist']],['dbo:artist']
2901,1.0,1.0,1.0,8,1,2,which photographer and artist was born in yonkers,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2902,1.0,0.5,0.6666666666666666,7,1,2,where is artist american poet  from,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",1.0,0.5,0.6666666666666666,7,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']"
2905,1.0,1.0,1.0,8,1,1,What type of work does katell quillevere do,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,8,1,1,[['dbo:occupation']],['dbo:occupation']
2906,1.0,1.0,1.0,6,1,3,what's a town in carlton county,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",1.0,0.5,0.6666666666666666,6,1,6,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
2908,1.0,1.0,1.0,8,1,1,what series is new super mario bros from?,[['dbo:series']],['dbo:series'],1.0,1.0,1.0,8,1,1,[['dbo:series']],['dbo:series']
2910,1.0,1.0,1.0,7,1,1,what genre is dave clark (canadian musician),[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
2911,1.0,1.0,1.0,6,1,1,Which Portuguese actor died of cancer?,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,6,1,1,[['dbo:deathCause']],['dbo:deathCause']
2912,1.0,1.0,1.0,6,1,1,what is a soul music album,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
2913,1.0,1.0,1.0,7,1,2,Where did the artist vincent lopez originate,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']",1.0,1.0,1.0,7,1,1,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown']
2914,1.0,1.0,1.0,7,1,1,Who was the author of the fireclown?,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,7,1,1,[['dbo:author']],['dbo:author']
2915,1.0,1.0,1.0,7,1,1,which artist is known for jazz fusion,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
2918,1.0,1.0,1.0,8,1,1,what type of tv program is house party,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2919,1.0,1.0,1.0,11,1,1,Who is a notable person that was born in holland park,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,0.5,0.6666666666666666,11,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']"
2920,1.0,1.0,1.0,8,1,1,Where was prince ernst august of hanover born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2921,1.0,1.0,1.0,6,1,1,what is tariq ibn ziyad's profession,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,6,1,1,[['dbo:occupation']],['dbo:occupation']
2922,1.0,1.0,1.0,8,1,1,what game can you play as a multiplayer?,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,8,1,1,[['dbp:modes']],['dbp:modes']
2923,1.0,0.8571428571428571,0.923076923076923,10,1,7,whats the name of a stadium located in  bristol,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,10,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2924,1.0,1.0,1.0,7,1,1,where in oregon was cade mcnown born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2925,1.0,1.0,1.0,10,1,1,What company published the game viva piñata: trouble in paradise,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,10,1,1,[['dbo:publisher']],['dbo:publisher']
2926,1.0,1.0,1.0,6,1,1,What netflix genre is the hitchhiker,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
2927,1.0,0.8571428571428571,0.923076923076923,8,1,7,what location can be found in north america,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2928,1.0,1.0,1.0,4,1,1,what cyclone affected hainan,[['dbp:areas']],['dbp:areas'],1.0,1.0,1.0,4,1,1,[['dbp:areas']],['dbp:areas']
2929,1.0,1.0,1.0,8,1,1,what type of music does epic mazur play?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2930,1.0,1.0,1.0,8,1,1,what is a company within the mining industry?,[['dbo:industry']],['dbo:industry'],1.0,1.0,1.0,8,1,1,[['dbo:industry']],['dbo:industry']
2931,1.0,1.0,1.0,11,1,1,was nikolai ruzsky in world war I or the gulf war,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,11,1,1,[['dbo:battle']],['dbo:battle']
2932,1.0,1.0,1.0,5,1,1,what was composed by timbaland,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer']
2933,1.0,1.0,1.0,9,1,1,what is the label of the artist keith west?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,9,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
2934,1.0,1.0,1.0,9,1,1,what social worker is also known as a writer,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,9,1,1,[['dbo:occupation']],['dbo:occupation']
2936,1.0,1.0,1.0,8,1,1,who played second baseman for the cleveland indians,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
2942,1.0,1.0,1.0,6,1,1,What label is arcade fire with?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
2943,1.0,1.0,1.0,5,1,1,Where did werner abrolat die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2944,1.0,1.0,1.0,15,1,1,you never know who your friends are was released as what type of musical format?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,15,1,1,[['dbo:type']],['dbo:type']
2945,1.0,1.0,1.0,4,1,1,who interred in sulaymaniyah,[['dbo:restingPlace']],['dbo:restingPlace'],1.0,1.0,1.0,4,1,1,[['dbo:restingPlace']],['dbo:restingPlace']
2946,1.0,1.0,1.0,6,1,1,what position does william gallagher play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
2949,1.0,1.0,1.0,7,1,1,what time zone does rufisque fall into,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone']
2951,1.0,1.0,1.0,6,1,2,Who was influenced by n.c. wyeth?,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",1.0,1.0,1.0,6,1,2,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']"
2952,1.0,1.0,1.0,8,1,1,what types of school is the ursuline school,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
2953,1.0,1.0,1.0,10,1,1,What type of school is west de pere high school,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,10,1,1,[['dbo:type']],['dbo:type']
2954,1.0,1.0,1.0,9,1,1,which time zone is used in ko chang district,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,9,1,1,[['dbo:timeZone']],['dbo:timeZone']
2955,1.0,1.0,1.0,6,1,1,what language was spoken in delicious,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,6,1,1,[['dbo:language']],['dbo:language']
2956,1.0,1.0,1.0,9,1,1,what type of music does black diamond heavies play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2957,1.0,1.0,1.0,5,1,1,Where did edward gorey die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2958,0.5,1.0,0.6666666666666666,12,2,1,How many movies have their music signed up with Sony Music Entertainment.,"[['dbo:musicComposer'], ['dbo:recordLabel']]",['dbo:recordLabel'],0.5,1.0,0.6666666666666666,12,2,1,"[['dbo:musicComposer'], ['dbo:recordLabel']]",['dbo:musicComposer']
2959,1.0,0.75,0.8571428571428571,11,1,4,what is the name of a settlement in the falkland islands,"[['dbo:country', 'dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,0.5714285714285714,0.7272727272727273,11,1,7,"[['dbo:country', 'dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2960,1.0,1.0,1.0,8,1,1,Where in New Jersey did william schreyer die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,8,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
2961,1.0,1.0,1.0,8,1,2,Which Irish football player was born in Dublin?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2962,1.0,0.5,0.6666666666666666,5,1,2,who is sandeep dikshit's mother,[['dbo:child']],"['dbo:child', 'dbo:parent']",1.0,0.5,0.6666666666666666,5,1,2,[['dbo:child']],"['dbo:child', 'dbo:parent']"
2963,1.0,1.0,1.0,6,1,1,Which position does ndubuisi eze play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
2964,1.0,1.0,1.0,8,1,2,"which screenwriter was born in providence, rhode island?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
2966,1.0,1.0,1.0,9,1,1,what type of music does the mayfield four play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2967,1.0,1.0,1.0,10,1,1,what type of show is p. s. i love you,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
2969,1.0,1.0,1.0,10,1,1,what kind of music does the emerson string quartet play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
2970,1.0,1.0,1.0,7,1,7,what is located in new south wales?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,7,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2971,1.0,1.0,1.0,8,1,1,What's a gameplay mode in dk: jungle climber,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,8,1,1,[['dbp:modes']],['dbp:modes']
2972,1.0,1.0,1.0,9,1,1,What is the name of a pop music DJ,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
2973,1.0,1.0,1.0,10,1,1,"what kind of album is wwe: the music, volume 7",[['dbo:type']],['dbo:type'],1.0,1.0,1.0,10,1,1,[['dbo:type']],['dbo:type']
2974,1.0,1.0,1.0,5,1,1,Where was birger maertens born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2975,1.0,1.0,1.0,5,1,2,what is an anime program,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",1.0,1.0,1.0,5,1,2,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
2976,1.0,1.0,1.0,6,1,7,Which town is located in lombardy?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
2977,1.0,1.0,1.0,7,1,1,What hockey position does gerald diduck play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
2978,1.0,1.0,1.0,8,1,1,what battle occurred in  picos de europa,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,8,1,1,[['dbo:place']],['dbo:place']
2979,1.0,1.0,1.0,6,1,1,what newspaper circulates in santa clara?,[['dbo:headquarter']],['dbo:headquarter'],1.0,1.0,1.0,6,1,1,[['dbo:headquarter']],['dbo:headquarter']
2980,1.0,1.0,1.0,9,1,1,who was the author of a voyage to arcturus?,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,9,1,1,[['dbo:author']],['dbo:author']
2981,1.0,1.0,1.0,9,1,1,Who wrote the book The Pillars of the Earth?,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,9,1,1,[['dbo:author']],['dbo:author']
2983,1.0,1.0,1.0,7,1,1,what is an album by lil' kim,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
2984,1.0,1.0,1.0,5,1,1,Name an english civil engineer,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,5,1,1,[['dbo:occupation']],['dbo:occupation']
2985,1.0,1.0,1.0,7,1,1,what type of game is wcw nitro,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
2986,1.0,1.0,1.0,4,1,1,Who created the joker,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,4,1,1,[['dbo:creator']],['dbo:creator']
2987,1.0,1.0,1.0,8,1,1,who is an artist that makes thrashcore music,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
2988,1.0,1.0,1.0,5,1,1,where was thomas moore born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2989,1.0,1.0,1.0,5,1,1,What song has flea written,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer']
2990,1.0,1.0,1.0,9,1,1,What's a place that uses the pacific time zone,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,9,1,1,[['dbo:timeZone']],['dbo:timeZone']
2991,1.0,1.0,1.0,5,1,1,where was tom howe born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
2992,1.0,1.0,1.0,6,1,1,who plays center fielder in baseball,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
2994,1.0,1.0,1.0,7,1,1,what film did anne tyler contribute to?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer']
2995,1.0,1.0,1.0,9,1,1,What is an example of a speculative fiction book?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
2996,1.0,1.0,1.0,8,1,1,which position does george daly play in football,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
2997,1.0,1.0,1.0,9,1,1,Who was a producer for the film superbad (film),[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer']
2998,1.0,1.0,1.0,11,1,1,What is the name of an album by the swirling eddies,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,11,1,1,[['dbo:artist']],['dbo:artist']
2999,1.0,1.0,1.0,9,1,1,john mccallum (actor) was the producer of what film,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer']
3000,1.0,1.0,1.0,6,1,1,Which religion does davit bakradze practice,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion']
3002,1.0,1.0,1.0,6,1,1,what continent is nehalem river in?,"[['dbo:country', 'dbo:district', 'dbo:state']]",['dbo:country'],1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:district', 'dbo:state']]",['dbo:country']
3003,1.0,1.0,1.0,10,1,1,The tv program zoey 101 is apart of what genre?,[['dbo:genre']],['dbo:genre'],1.0,0.5,0.6666666666666666,10,1,2,[['dbo:genre']],"['dbo:genre', 'dbp:genre']"
3005,1.0,1.0,1.0,6,1,1,What genre of music is scream,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
3008,1.0,1.0,1.0,8,1,1,What language is the film set free in?,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,8,1,1,[['dbo:language']],['dbo:language']
3009,1.0,1.0,1.0,7,1,2,what state is riga township located in?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,7,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
3010,1.0,1.0,1.0,8,1,1,what language is the movie the sacketts in,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,8,1,1,[['dbo:language']],['dbo:language']
3011,1.0,1.0,1.0,10,1,1,What position does altin haxhi play for Apollon Kalamarias FC,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,10,1,1,[['dbo:position']],['dbo:position']
3012,1.0,1.0,1.0,5,1,1,where did frank shannon die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
3014,1.0,1.0,1.0,9,1,1,what series is tom clancy's ghost recon 2 from,[['dbo:series']],['dbo:series'],1.0,1.0,1.0,9,1,1,[['dbo:series']],['dbo:series']
