,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
2564,1.0,1.0,1.0,6,1,1,whats the name of an album,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type'],factoid
2565,1.0,0.5,0.6666666666666666,6,1,2,what community is in madison county?,[['dbo:isPartOf']],"['dbo:isPartOf', 'dbo:location']",factoid,1.0,0.5,0.6666666666666666,6,1,2,[['dbo:isPartOf']],"['dbo:isPartOf', 'dbo:location']",factoid
2566,1.0,1.0,1.0,5,1,1,where is danny bubp from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,0.5,0.6666666666666666,5,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid
2567,1.0,0.5,0.6666666666666666,6,1,2,What nationality is annette richardson dinwoodey,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:nationality']",factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2568,1.0,1.0,1.0,6,1,1,In which races does Coneygree compete?,[['dbp:race']],['dbp:race'],factoid,1.0,1.0,1.0,6,1,1,[['dbp:race']],['dbp:race'],factoid
2569,1.0,1.0,1.0,5,1,1,which videogame company developed golvellius,[['dbo:developer']],['dbo:developer'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:developer']],['dbo:developer'],factoid
2570,1.0,1.0,1.0,5,1,1,Where was jimmy dorsey born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2571,1.0,1.0,1.0,9,1,1,who is the label for the artist devin bronson?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
2572,1.0,1.0,1.0,12,1,1,what is the genre of the book the story of the amulet,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
2573,1.0,1.0,1.0,9,1,1,which scottish industrial center was ralph brand born in,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2574,1.0,1.0,1.0,5,1,2,Name a university in lexington,"[['dbo:city', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']",list,1.0,1.0,1.0,5,1,2,"[['dbo:city', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']",list
2576,1.0,1.0,1.0,7,1,1,Where in france did henri lehmann die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2577,1.0,1.0,1.0,7,1,1,What kind of book is count zero,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
2578,1.0,1.0,1.0,7,1,2,what county is gardner a part of,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,7,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
2579,1.0,1.0,1.0,7,1,1,in what city was joke silva born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2581,1.0,0.5,0.6666666666666666,6,1,2,"where is el silencio, panama located?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:region']",factoid,1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid
2582,1.0,1.0,1.0,8,1,1,what position in soccer does tom taiwo play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
2583,1.0,1.0,1.0,5,1,1,where did frank shannon die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2584,1.0,1.0,1.0,13,1,1,what kind of music can be found on the album under blackpool lights,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,13,1,1,[['dbo:genre']],['dbo:genre'],factoid
2585,1.0,1.0,1.0,10,1,1,What is the name of a rhythm and blues album?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
2586,0.5,1.0,0.6666666666666666,12,2,1,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]",['dbo:managerClub'],list,0.5,1.0,0.6666666666666666,12,2,1,"[['dbo:managerClub'], ['dbo:managerClub']]",['dbo:managerClub'],list
2587,1.0,1.0,1.0,6,1,1,Who directed the the tourist film?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director'],factoid
2588,1.0,1.0,1.0,5,1,1,Where did richard devon die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
2589,1.0,1.0,1.0,10,1,1,what kind of music does catherine ribeiro + alpes perform,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
2590,1.0,1.0,1.0,6,1,1,what town was amber macarthur born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2591,1.0,1.0,1.0,9,1,1,what film was bhupen hazarika a music contributor for?,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
2593,1.0,1.0,1.0,5,1,1,Where is jonathan caouette from?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2594,1.0,1.0,1.0,4,1,1,What are some apes?,[['dbo:family']],['dbo:family'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:family']],['dbo:family'],factoid
2595,0.5,1.0,0.6666666666666666,21,2,1,Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?,"[['dbo:launchSite'], ['dbo:launchSite']]",['dbo:launchSite'],count,0.5,1.0,0.6666666666666666,21,2,1,"[['dbo:launchSite'], ['dbo:launchSite']]",['dbo:launchSite'],count
2596,1.0,1.0,1.0,17,2,2,What is the resting place of the person who is the successor of James W. Hyatt ?,"[['dbp:successor'], ['dbo:restingPlace']]","['dbo:restingPlace', 'dbp:successor']",factoid,0.5,1.0,0.6666666666666666,17,2,1,"[['dbp:successor'], ['dbo:restingPlace']]",['dbp:successor'],factoid
2597,1.0,1.0,1.0,8,1,1,what is an example of a fighting game?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2598,1.0,1.0,1.0,6,1,2,Name a person born in tabriz,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list
2600,1.0,1.0,1.0,3,1,1,who developed stonekeep,[['dbo:developer']],['dbo:developer'],factoid,1.0,1.0,1.0,3,1,1,[['dbo:developer']],['dbo:developer'],factoid
2601,0.5,1.0,0.6666666666666666,9,2,1,Which university's graduates have worked in the Quartermaster corps?,"[['dbo:militaryUnit'], ['dbo:almaMater']]",['dbo:almaMater'],factoid,0.5,1.0,0.6666666666666666,9,2,1,"[['dbo:militaryUnit'], ['dbo:almaMater']]",['dbo:almaMater'],factoid
2602,1.0,1.0,1.0,6,1,1,Who created the story for hunter?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
2604,1.0,1.0,1.0,10,1,1,which group of mountains does the glarus alps belong to,[['dbo:mountainRange']],['dbo:mountainRange'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:mountainRange']],['dbo:mountainRange'],factoid
2605,1.0,1.0,1.0,8,1,1,What type of show is beat the boss?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2606,1.0,1.0,1.0,7,1,1,who is the publisher of echo delta,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2607,1.0,1.0,1.0,12,1,1,Who is the director of the tv series the origin of species?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:director']],['dbo:director'],factoid
2608,1.0,1.0,1.0,8,1,1,Name an alternative metal band from San Francisco.,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],list
2610,0.5,1.0,0.6666666666666666,11,2,1,How many mountain ranges are located in the Canton of Fribourg?,"[['dbo:locatedInArea'], ['dbo:mountainRange']]",['dbo:mountainRange'],count,0.5,1.0,0.6666666666666666,11,2,1,"[['dbo:locatedInArea'], ['dbo:mountainRange']]",['dbo:mountainRange'],count
2611,1.0,1.0,1.0,4,1,1,who developed albert odyssey,[['dbo:developer']],['dbo:developer'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:developer']],['dbo:developer'],factoid
2612,1.0,1.0,1.0,6,1,1,What position does sam crane play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
2613,1.0,1.0,1.0,8,1,1,who composed i ain't living long like this,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
2614,1.0,1.0,1.0,8,1,1,What genre of music is days in avalon?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2615,1.0,1.0,1.0,6,1,1,where was bridget of york born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2616,1.0,1.0,1.0,7,1,1,what type of music does wzzo play,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid
2617,1.0,1.0,1.0,6,1,2,what books has patrick carman written,"[['dbo:author', 'dbo:notableWork']]","['dbo:author', 'dbo:notableWork']",factoid,1.0,1.0,1.0,6,1,1,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid
2618,1.0,1.0,1.0,5,1,1,Where was mitch fifield born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2619,1.0,1.0,1.0,9,1,1,h. r. piyasiri is a part of what religion?,[['dbo:religion']],['dbo:religion'],list,1.0,1.0,1.0,9,1,1,[['dbo:religion']],['dbo:religion'],list
2621,1.0,1.0,1.0,6,1,1,What time zone is vasegerszeg in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
2622,1.0,1.0,1.0,5,1,1,what industry is kimberly-clark in,[['dbo:industry']],['dbo:industry'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:industry']],['dbo:industry'],factoid
2623,1.0,0.5,0.6666666666666666,11,1,2,Model hiromi oshima was born in this large city in Japan.,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,0.5,0.6666666666666666,11,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
2624,1.0,0.7142857142857143,0.8333333333333333,6,1,7,what is a city within georgia,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,0.7142857142857143,0.8333333333333333,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
2625,1.0,1.0,1.0,6,1,1,What format was imagine released in,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type'],factoid
2627,1.0,1.0,1.0,4,1,1,who influenced buckminster fuller,[['dbo:influencedBy']],['dbo:influencedBy'],factoid,1.0,0.5,0.6666666666666666,4,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid
2629,0.5,1.0,0.6666666666666666,16,2,1,What is the common military branch of the Thomas Darden and that of Edwin F. Hunter,"[['dbp:branch'], ['dbo:militaryBranch']]",['dbo:militaryBranch'],factoid,0.5,1.0,0.6666666666666666,16,2,1,"[['dbp:branch'], ['dbo:militaryBranch']]",['dbo:militaryBranch'],factoid
2630,1.0,1.0,1.0,5,1,2,Who was born in phalaborwa,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,5,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
2631,1.0,1.0,1.0,6,1,1,which state was justin levens born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2633,1.0,1.0,1.0,8,1,1,what kind of music does scott gorham produce,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2634,1.0,1.0,1.0,6,1,7,name a locations contained in Wisconsin?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list
2636,1.0,1.0,1.0,9,1,1,What sort of music is on the complete guitarist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2637,1.0,1.0,1.0,9,1,1,What type of music is on the album seemless,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2640,1.0,1.0,1.0,9,1,1,What is the location where carle augustus woodruff died?,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid
2642,1.0,1.0,1.0,8,1,1,what kind of music does tin star make?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2643,1.0,1.0,1.0,7,1,1,Who was involved in world war i,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:battle']],['dbo:battle'],factoid
2644,1.0,1.0,1.0,8,1,1,What format was my american dream released as,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type'],factoid
2645,1.0,1.0,1.0,10,1,1,"what genre is itunes live: sxsw (live in austin, tx/2011)?",[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
2646,1.0,1.0,1.0,8,1,1,How many veterans are buried in the US?,[['dbo:restingPlace']],['dbo:restingPlace'],count,1.0,1.0,1.0,8,1,1,[['dbo:restingPlace']],['dbo:restingPlace'],count
2647,1.0,1.0,1.0,8,1,2,which places in america contains the town cairo?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,0.5,0.6666666666666666,8,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:location']",factoid
2648,1.0,1.0,1.0,7,1,1,What is the album fruits clipper's genre,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
2649,0.5,0.5,0.5,13,2,2,How many TV shows are similar to the ones belonging to fantasy genre?,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count,0.5,0.5,0.5,13,2,2,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count
2650,1.0,1.0,1.0,7,1,1,what is a game that capcom developed,[['dbo:developer']],['dbo:developer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:developer']],['dbo:developer'],factoid
2651,1.0,1.0,1.0,6,1,1,what positions did valentin nefyodov play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
2652,1.0,1.0,1.0,8,1,1,What's a country album released by wayne hancock,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2653,1.0,1.0,1.0,5,1,1,What's gaylord nelson's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2654,1.0,1.0,1.0,7,1,1,what type of music does kamikazee release,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
2655,1.0,1.0,1.0,6,1,1,what's a popular open world game,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
2656,1.0,1.0,1.0,5,1,1,Which artist produces psychedelic music?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
2657,1.0,1.0,1.0,10,1,1,What is a location within the central european time zone?,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
2658,1.0,1.0,1.0,8,1,1,Which notable figure was jefferson county named after,[['dbp:namedFor']],['dbp:namedFor'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:namedFor']],['dbp:namedFor'],factoid
2659,1.0,1.0,1.0,5,1,1,where was simon church born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2660,1.0,1.0,1.0,15,1,1,what kind of country music is on the album at the end of paths taken,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,15,1,1,[['dbo:genre']],['dbo:genre'],factoid
2662,1.0,1.0,1.0,12,1,1,"Where did william boyle, 12th earl of cork and orrery pass away","[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,1.0,1.0,1.0,12,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid
2663,1.0,1.0,1.0,9,1,1,what kind of school is wilbraham & monson academy?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:type']],['dbo:type'],factoid
2664,1.0,1.0,1.0,5,1,1,Who directed the wicked darling?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:director']],['dbo:director'],factoid
2665,1.0,1.0,1.0,7,1,1,Name a modern female pop rock musician,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],list
2666,1.0,1.0,1.0,4,1,2,which state locates rickahock,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
2668,1.0,1.0,1.0,7,1,1,what is a track made by cassetteboy,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
2669,1.0,1.0,1.0,7,1,1,What religion does william overton callis follow,[['dbo:religion']],['dbo:religion'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:religion']],['dbo:religion'],factoid
2670,1.0,1.0,1.0,8,1,1,what is a 2013 sony computer entertainment game,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
2671,1.0,0.5,0.6666666666666666,8,1,2,What Italian fashion model was born in pompei?,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2673,1.0,1.0,1.0,5,1,1,where was allison hayes born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
2674,1.0,1.0,1.0,7,1,2,what county is  mysłakowo located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,7,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
2676,1.0,1.0,1.0,11,1,1,what type of rock is the album  the tropic rot,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
2677,1.0,1.0,1.0,9,1,1,what kind of rock is on mickey finn's t-rex,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2678,1.0,1.0,1.0,7,1,1,In which state is Red Willow Creek?,[['dbo:state']],['dbo:state'],factoid,1.0,0.5,0.6666666666666666,7,1,2,[['dbo:state']],"['dbo:country', 'dbo:state']",factoid
2679,1.0,1.0,1.0,5,1,2,what state is langley in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
2680,0.5,1.0,0.6666666666666666,12,2,1,What is the destinations of the airline whose headquarters is in Manchester?,"[['dbp:headquarters'], ['dbp:destinations']]",['dbp:headquarters'],factoid,0.5,1.0,0.6666666666666666,12,2,1,"[['dbp:headquarters'], ['dbp:destinations']]",['dbp:destinations'],factoid
2682,1.0,1.0,1.0,9,1,1,name a township in north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],list,1.0,1.0,1.0,9,1,1,[['dbo:timeZone']],['dbo:timeZone'],list
2683,1.0,1.0,1.0,9,1,1,What's a company that works with open source software,[['dbo:industry']],['dbo:industry'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:industry']],['dbo:industry'],factoid
2684,1.0,1.0,1.0,9,1,1,"What's a battle that took place in clontarf, dublin",[['dbo:place']],['dbo:place'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:place']],['dbo:place'],factoid
2685,1.0,1.0,1.0,23,1,1,what is the name of a heavy metal compilation album featuring studio sessions and a live concert recorded by an English rock group?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,23,1,1,[['dbo:genre']],['dbo:genre'],factoid
2686,1.0,1.0,1.0,7,1,2,Name someone who was born in heerlen,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list
2687,1.0,1.0,1.0,6,1,1,what is edward d. garza's religion?,[['dbo:religion']],['dbo:religion'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion'],factoid
2688,1.0,1.0,1.0,6,1,1,what is habib ali al-jifri's religion,[['dbo:religion']],['dbo:religion'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion'],factoid
2689,1.0,1.0,1.0,9,1,1,Who is an artist in the heavy metal genre?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
2690,1.0,1.0,1.0,8,1,1,what genre is the album believe in nothing,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
2691,1.0,1.0,1.0,6,1,1,What position does lloyd doyley play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
2692,1.0,1.0,1.0,7,1,1,what is a language featured on pan,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:language']],['dbo:language'],factoid
2693,1.0,1.0,1.0,7,1,1,what is a track by the cranberries?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
2694,1.0,1.0,1.0,6,1,1,what is the name a outfielder,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
2695,1.0,1.0,1.0,9,1,1,what language is the solution to the mystery in?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:language']],['dbo:language'],factoid
